term,estimate,p.value,conf.low,conf.high,w_GAVI,w_GACI,w_VGVI
age,0.9944278270290512,0.071,0.9884043927835873,1.0004774848699463,0.7000000000000001,0.9,0.30000000000000004
AHEIScore,1.0010132158894314,0.67,0.9963598882097091,1.005690221748868,0.7000000000000001,0.9,0.30000000000000004
householdIncome,1.038358064762904,0.142,0.9874519272883642,1.0919682808795905,0.7000000000000001,0.9,0.30000000000000004
alcohol,1.0044557498766022,0.688,0.9829248559679921,1.0264703413597431,0.7000000000000001,0.9,0.30000000000000004
smoker_Yes,1.074484571628335,0.415,0.9039639368150956,1.2772627737380782,0.7000000000000001,0.9,0.30000000000000004
sex_Male,1.1207669205321957,0.193,0.9440885885318916,1.3306757765815096,0.7000000000000001,0.9,0.30000000000000004
VSDI,0.9713060290117742,0.935,0.4751952250554773,1.9794783916717023,0.7000000000000001,0.9,0.30000000000000004
CGEI,1.0212576654527767,0.485,0.9627461993003705,1.083401987167047,0.7000000000000001,0.9,0.30000000000000004
age,0.9944318113394004,0.071,0.988408596830463,1.0004812644622478,0.7000000000000001,0.9,0.4
AHEIScore,1.0010172429231188,0.669,0.9963633212063147,1.005694859862828,0.7000000000000001,0.9,0.4
householdIncome,1.038455764607871,0.141,0.987553078758788,1.0920622768754487,0.7000000000000001,0.9,0.4
alcohol,1.0044466428523653,0.688,0.9829158777706616,1.0264610500410933,0.7000000000000001,0.9,0.4
smoker_Yes,1.0743768057405707,0.416,0.9038563600730009,1.277158109863625,0.7000000000000001,0.9,0.4
sex_Male,1.120688499593802,0.193,0.9440212978650104,1.330584070179422,0.7000000000000001,0.9,0.4
VSDI,0.9725987518013965,0.937,0.4758709891241673,1.982097615567289,0.7000000000000001,0.9,0.4
CGEI,1.0200778945999385,0.499,0.9629718896768795,1.0806414796878514,0.7000000000000001,0.9,0.4
age,0.9944359515095779,0.072,0.9884129597155364,1.000485196167087,0.7000000000000001,0.9,0.5
AHEIScore,1.0010194424433534,0.668,0.9963650278277116,1.0056975633541545,0.7000000000000001,0.9,0.5
householdIncome,1.0385450874936677,0.14,0.9876449878547995,1.092148841928219,0.7000000000000001,0.9,0.5
alcohol,1.0044400721826796,0.689,0.9829094123896146,1.026454328874052,0.7000000000000001,0.9,0.5
smoker_Yes,1.074333868995833,0.416,0.9038069919569138,1.2771255891159556,0.7000000000000001,0.9,0.5
sex_Male,1.1206378294169905,0.193,0.9439776534876249,1.3305250481817164,0.7000000000000001,0.9,0.5
VSDI,0.9736299163519022,0.94,0.4764036944171777,1.9842125264134807,0.7000000000000001,0.9,0.5
CGEI,1.0189568261973991,0.514,0.9630292524023981,1.0781977573149804,0.7000000000000001,0.9,0.5
age,0.9944399292962492,0.072,0.9884171481291962,1.000488976211654,0.7000000000000001,0.9,0.6
AHEIScore,1.001020363858792,0.668,0.996365550361561,1.0056988903293775,0.7000000000000001,0.9,0.6
householdIncome,1.0386235881673116,0.14,0.9877253709109396,1.0922253493386793,0.7000000000000001,0.9,0.6
alcohol,1.0044354949314596,0.689,0.9829049194101108,1.0264496314558558,0.7000000000000001,0.9,0.6
smoker_Yes,1.0743340678411077,0.416,0.9037970299701584,1.2771401164694454,0.7000000000000001,0.9,0.6
sex_Male,1.1206076516214256,0.193,0.943951499520189,1.3304901210428304,0.7000000000000001,0.9,0.6
VSDI,0.974433074027,0.942,0.4768136742892983,1.9858798883437199,0.7000000000000001,0.9,0.6
CGEI,1.0178203234606005,0.53,0.9632052359191607,1.0755918066194528,0.7000000000000001,0.9,0.6
age,0.9944435920481806,0.072,0.9884210026369908,1.0004924585479387,0.7000000000000001,0.9,0.7000000000000001
AHEIScore,1.0010204380990109,0.668,0.996365305840474,1.0056992869173547,0.7000000000000001,0.9,0.7000000000000001
householdIncome,1.0386911201134101,0.139,0.9877942437346208,1.0922914733056963,0.7000000000000001,0.9,0.7000000000000001
alcohol,1.0044324067778243,0.689,0.9829018979265333,1.0264464485313318,0.7000000000000001,0.9,0.7000000000000001
smoker_Yes,1.0743611778391289,0.416,0.9038121959920482,1.2771832286230482,0.7000000000000001,0.9,0.7000000000000001
sex_Male,1.1205918836836954,0.193,0.9439376656957409,1.3304721071151726,0.7000000000000001,0.9,0.7000000000000001
VSDI,0.9750506617148936,0.943,0.47712499227125543,1.987178087177658,0.7000000000000001,0.9,0.7000000000000001
CGEI,1.0167356198382225,0.546,0.9634607311085968,1.0730106384470024,0.7000000000000001,0.9,0.7000000000000001
age,0.9944468868831187,0.072,0.9884244684476381,1.000495592245781,0.7000000000000001,0.9,0.8
AHEIScore,1.0010199751351991,0.668,0.9963645893547407,1.0056990789500344,0.7000000000000001,0.9,0.8
householdIncome,1.038748618427848,0.138,0.9878526790450759,1.0923479982148363,0.7000000000000001,0.9,0.8
alcohol,1.0044303990245793,0.689,0.9828999426254017,1.026444366469575,0.7000000000000001,0.9,0.8
smoker_Yes,1.074403991094654,0.416,0.9038424934621179,1.2772423592209214,0.7000000000000001,0.9,0.8
sex_Male,1.120585922828551,0.193,0.9439322330557133,1.3304655810685995,0.7000000000000001,0.9,0.8
VSDI,0.975522678364467,0.944,0.4773597208666574,1.988183433742571,0.7000000000000001,0.9,0.8
CGEI,1.0158448472558146,0.56,0.9635171630768724,1.0710642258705465,0.7000000000000001,0.9,0.8
age,0.9944498144383842,0.072,0.9884275468210222,1.000498377463016,0.7000000000000001,0.9,0.9
AHEIScore,1.0010191872160148,0.668,0.9963635997994456,1.0056984927311,0.7000000000000001,0.9,0.9
householdIncome,1.0387973973604478,0.138,0.9879020987775307,1.0923961210583348,0.7000000000000001,0.9,0.9
alcohol,1.0044291621095331,0.689,0.9828987469042406,1.026443071393149,0.7000000000000001,0.9,0.9
smoker_Yes,1.0744551317261013,0.416,0.9038812537189149,1.2773093654135381,0.7000000000000001,0.9,0.9
sex_Male,1.120586470533566,0.193,0.9439323890684423,1.3304666606291526,0.7000000000000001,0.9,0.9
VSDI,0.9758826450728648,0.945,0.4775360553173426,1.9889610926258403,0.7000000000000001,0.9,0.9
CGEI,1.0150247985227412,0.574,0.9636289679642763,1.0692077363468193,0.7000000000000001,0.9,0.9
age,0.9944524007430021,0.072,0.9884302655435516,1.0005008386460874,0.7000000000000001,0.9,1
AHEIScore,1.00101821536815,0.669,0.9963624671293562,1.0056976808477474,0.7000000000000001,0.9,1
householdIncome,1.0388387987164664,0.137,0.9879439255861227,1.092437095989845,0.7000000000000001,0.9,1
alcohol,1.0044284696895038,0.689,0.9828980868522097,1.0264423334234403,0.7000000000000001,0.9,1
smoker_Yes,1.074509906074692,0.415,0.9039241680039474,1.2773791574378177,0.7000000000000001,0.9,1
sex_Male,1.120591233275477,0.193,0.9439361754108796,1.3304726502103719,0.7000000000000001,0.9,1
VSDI,0.9761570929348367,0.946,0.4776682245807127,1.9895633330192215,0.7000000000000001,0.9,1
CGEI,1.0142794944572335,0.586,0.9637773179461218,1.0674704007313665,0.7000000000000001,0.9,1
age,0.9944163605227403,0.071,0.988392634375659,1.0004662682640362,0.7000000000000001,1,0.1
AHEIScore,1.0010025706714734,0.673,0.9963505347384043,1.0056782498203662,0.7000000000000001,1,0.1
householdIncome,1.0380605691291205,0.146,0.9871527244715882,1.0916722697729804,0.7000000000000001,1,0.1
alcohol,1.0044849685907875,0.686,0.9829528649933194,1.026500978489799,0.7000000000000001,1,0.1
smoker_Yes,1.0748599862498192,0.413,0.9043278128265281,1.277642769594413,0.7000000000000001,1,0.1
sex_Male,1.1208755400764323,0.192,0.944175732816464,1.3308114173411552,0.7000000000000001,1,0.1
VSDI,0.9670817771464457,0.925,0.47293375467139975,1.971164357935059,0.7000000000000001,1,0.1
CGEI,1.0281711406305147,0.402,0.9634594502303832,1.097330565686742,0.7000000000000001,1,0.1
age,0.9944176212542973,0.071,0.9883939715447203,1.0004674629492203,0.7000000000000001,1,0.2
AHEIScore,1.0010129810956239,0.67,0.9963602533595748,1.005689387590593,0.7000000000000001,1,0.2
householdIncome,1.0381490353382312,0.145,0.9872448178593595,1.0917568457100417,0.7000000000000001,1,0.2
alcohol,1.0044684914257278,0.687,0.9829366034183519,1.0264842090596749,0.7000000000000001,1,0.2
smoker_Yes,1.0745019937661253,0.415,0.9040045963462096,1.2772468842157783,0.7000000000000001,1,0.2
sex_Male,1.1207153443898215,0.193,0.9440389686236427,1.3306231102572177,0.7000000000000001,1,0.2
VSDI,0.9689667391348472,0.929,0.47394211740978653,1.974887484889427,0.7000000000000001,1,0.2
CGEI,1.0266422699516893,0.408,0.9646635431624017,1.0926984689427603,0.7000000000000001,1,0.2
age,0.9944205645131171,0.071,0.9883970646699856,1.0004702698893284,0.7000000000000001,1,0.30000000000000004
AHEIScore,1.0010204828652407,0.668,0.9963670959837545,1.005697575360539,0.7000000000000001,1,0.30000000000000004
householdIncome,1.0382507260090261,0.143,0.9873495288587365,1.0918553318381596,0.7000000000000001,1,0.30000000000000004
alcohol,1.004454821367792,0.688,0.9829231490083973,1.0264702506310142,0.7000000000000001,1,0.30000000000000004
smoker_Yes,1.0742573501159232,0.417,0.9037788689522901,1.2769831876090922,0.7000000000000001,1,0.30000000000000004
sex_Male,1.1205951260217375,0.193,0.9439363303930216,1.3304817979923793,0.7000000000000001,1,0.30000000000000004
VSDI,0.9706839873569316,0.933,0.4748512653206198,1.9783167817004594,0.7000000000000001,1,0.30000000000000004
CGEI,1.0246318052132246,0.419,0.9659028863341734,1.087019000343892,0.7000000000000001,1,0.30000000000000004
age,0.9944244436528018,0.071,0.9884011331971825,1.0004739743972373,0.7000000000000001,1,0.4
AHEIScore,1.0010253754188019,0.666,0.9963714038610176,1.0057030714208568,0.7000000000000001,1,0.4
householdIncome,1.0383536065761245,0.142,0.9874547682541835,1.0919557371788093,0.7000000000000001,1,0.4
alcohol,1.0044441776275135,0.688,0.9829127059586185,1.0264593419841417,0.7000000000000001,1,0.4
smoker_Yes,1.0741105876526038,0.417,0.9036385251165276,1.276831949552117,0.7000000000000001,1,0.4
sex_Male,1.120512134187548,0.194,0.9438654678714687,1.3303842508833268,0.7000000000000001,1,0.4
VSDI,0.9721496570146853,0.936,0.4756198904181086,1.9812727609775707,0.7000000000000001,1,0.4
CGEI,1.0232310495534296,0.434,0.9660490613670337,1.0838791329421815,0.7000000000000001,1,0.4
age,0.9944286820618237,0.071,0.9884055745988916,1.0004780244124725,0.7000000000000001,1,0.5
AHEIScore,1.001028194503363,0.666,0.9963737278074645,1.0057063979100445,0.7000000000000001,1,0.5
householdIncome,1.0384502733150054,0.141,0.9875531892507016,1.0920505856377813,0.7000000000000001,1,0.5
alcohol,1.0044362775073215,0.689,0.9829049839327925,1.0264512096912952,0.7000000000000001,1,0.5
smoker_Yes,1.07403907975097,0.418,0.9035646625659586,1.2767659938443776,0.7000000000000001,1,0.5
sex_Male,1.1204596349574345,0.194,0.9438206328487777,1.330322553124804,0.7000000000000001,1,0.5
VSDI,0.9733474081116992,0.939,0.47624226796382213,1.983711352348476,0.7000000000000001,1,0.5
CGEI,1.0220535057788276,0.45,0.965771604478789,1.081691203886998,0.7000000000000001,1,0.5
age,0.9944329049138013,0.071,0.9884099974082631,1.0004820609600904,0.7000000000000001,1,0.6
AHEIScore,1.001029493475057,0.665,0.9963746193432782,1.0057081116100728,0.7000000000000001,1,0.6
householdIncome,1.0385371861454347,0.14,0.9876413561191524,1.0921362180377243,0.7000000000000001,1,0.6
alcohol,1.0044306337358415,0.689,0.9828994934449785,1.026445368449585,0.7000000000000001,1,0.6
smoker_Yes,1.074020919157904,0.418,0.9035385558684541,1.2767596075396408,0.7000000000000001,1,0.6
sex_Male,1.12043014628178,0.194,0.9437954394405533,1.3302879078005188,0.7000000000000001,1,0.6
VSDI,0.9742993498292842,0.941,0.47673234296796035,1.9856678769918468,0.7000000000000001,1,0.6
CGEI,1.0208089124051554,0.468,0.965628253644902,1.0792128295283459,0.7000000000000001,1,0.6
age,0.9944369019293384,0.072,0.9884141821996905,1.0004858825458351,0.7000000000000001,1,0.7000000000000001
AHEIScore,1.0010297403448798,0.665,0.9963745364945916,1.005708691907308,0.7000000000000001,1,0.7000000000000001
householdIncome,1.0386133374713966,0.14,0.9877183717138817,1.0922115043447058,0.7000000000000001,1,0.7000000000000001
alcohol,1.0044267402977842,0.69,0.9828957294906233,1.026441310075362,0.7000000000000001,1,0.7000000000000001
smoker_Yes,1.0740382805571764,0.418,0.9035447496279977,1.2767921782718685,0.7000000000000001,1,0.7000000000000001
sex_Male,1.1204170865550935,0.194,0.9437842704758554,1.3302725762930498,0.7000000000000001,1,0.7000000000000001
VSDI,0.9750430890042177,0.943,0.47711152437487603,1.9872114694302783,0.7000000000000001,1,0.7000000000000001
CGEI,1.0195849622996769,0.485,0.9655921401207462,1.0766610717245997,0.7000000000000001,1,0.7000000000000001
age,0.9944405747247371,0.072,0.9884180264974962,1.0004893947851008,0.7000000000000001,1,0.8
AHEIScore,1.0010292920453225,0.665,0.9963738236740978,1.0057085093465477,0.7000000000000001,1,0.8
householdIncome,1.038679113175388,0.139,0.9877847190336052,1.0922767243918687,0.7000000000000001,1,0.8
alcohol,1.0044241569744314,0.69,0.9828932544017058,1.0264385903606301,0.7000000000000001,1,0.8
smoker_Yes,1.0740779750575526,0.418,0.9035716759090623,1.2768486422836214,0.7000000000000001,1,0.8
sex_Male,1.1204152900705877,0.194,0.9437827171499837,1.3302704848173939,0.7000000000000001,1,0.8
VSDI,0.9756183062540009,0.944,0.4774017248461412,1.9884177311704874,0.7000000000000001,1,0.8
CGEI,1.018554753727145,0.501,0.9654099251897786,1.0746843723116135,0.7000000000000001,1,0.8
age,0.9944438925962734,0.072,0.9884214985295888,1.0004925680960985,0.7000000000000001,1,0.9
AHEIScore,1.0010284048883162,0.666,0.9963727250400085,1.0057078332020066,0.7000000000000001,1,0.9
householdIncome,1.038735534726166,0.138,0.9878414975299317,1.092332815343159,0.7000000000000001,1,0.9
alcohol,1.0044225327247311,0.69,0.9828917201770653,1.0264368538336843,0.7000000000000001,1,0.9
smoker_Yes,1.0741307919619627,0.418,0.9036111677805678,1.276918604178244,0.7000000000000001,1,0.9
sex_Male,1.1204209537760983,0.194,0.9437875335277104,1.330277161927997,0.7000000000000001,1,0.9
VSDI,0.976060586494664,0.945,0.4776222764432565,1.9893557156999788,0.7000000000000001,1,0.9
CGEI,1.0175888168402372,0.517,0.9653099826577697,1.0727536235050719,0.7000000000000001,1,0.9
age,0.9944468619803034,0.072,0.9884246052945276,1.0004954084746795,0.7000000000000001,1,1
AHEIScore,1.0010272561391733,0.666,0.996371407260289,1.0057068519140597,0.7000000000000001,1,1
householdIncome,1.0387838245344778,0.138,0.9878899892035309,1.0923809356900327,0.7000000000000001,1,1
alcohol,1.0044216005837416,0.69,0.9828908628220204,1.0264358293512605,0.7000000000000001,1,1
smoker_Yes,1.0741905408864303,0.417,0.9036576733662424,1.2769951662806756,0.7000000000000001,1,1
sex_Male,1.1204313829698886,0.194,0.9437964195320135,1.3302894394820068,0.7000000000000001,1,1
VSDI,0.9763994489431983,0.946,0.4777890381215707,1.990083409921475,0.7000000000000001,1,1
CGEI,1.01669850479307,0.532,0.9652725938985697,1.0709147865205946,0.7000000000000001,1,1
age,0.9945982082178164,0.08,0.988572359575069,1.0006507843884924,0.8,0.1,0.1
AHEIScore,1.0009095013066325,0.702,0.9962576543839481,1.0055847559230415,0.8,0.1,0.1
householdIncome,1.0405061819150658,0.122,0.9894689905189464,1.0942627106045995,0.8,0.1,0.1
alcohol,1.0045316086562375,0.683,0.9829980032086577,1.0265490354087758,0.8,0.1,0.1
smoker_Yes,1.0809551789355991,0.377,0.909369414829149,1.2850354888846642,0.8,0.1,0.1
sex_Male,1.1201476277155407,0.195,0.9435427603149772,1.329971966965823,0.8,0.1,0.1
VSDI,0.9730967115244927,0.939,0.47618404558971167,1.983692060958437,0.8,0.1,0.1
CGEI,0.9740081087882461,0.314,0.9252991181645865,1.0251996221630058,0.8,0.1,0.1
age,0.9945737620438657,0.079,0.9885489166507881,1.0006252541235043,0.8,0.1,0.2
AHEIScore,1.0009049167927697,0.704,0.9962527919578275,1.0055804200640128,0.8,0.1,0.2
householdIncome,1.0401173915379909,0.125,0.9891199531175336,1.0938295384443226,0.8,0.1,0.2
alcohol,1.0045411753502498,0.682,0.9830085979867597,1.0265575776635267,0.8,0.1,0.2
smoker_Yes,1.0805295334328606,0.38,0.9090028961979798,1.2845395120599399,0.8,0.1,0.2
sex_Male,1.1207220393780721,0.193,0.944045092958049,1.3306302047611378,0.8,0.1,0.2
VSDI,0.9709568916541356,0.934,0.47509604819173445,1.9790698354755412,0.8,0.1,0.2
CGEI,0.979047776113684,0.398,0.9320762603641845,1.0283226979109001,0.8,0.1,0.2
age,0.9945552153148685,0.078,0.9885311467462723,1.000605870625913,0.8,0.1,0.30000000000000004
AHEIScore,1.000905561013951,0.703,0.9962530960663059,1.0055813977091723,0.8,0.1,0.30000000000000004
householdIncome,1.0398446084332111,0.128,0.9888751201901009,1.0935255986625134,0.8,0.1,0.30000000000000004
alcohol,1.0045431631514143,0.682,0.9830113088286444,1.026558829519256,0.8,0.1,0.30000000000000004
smoker_Yes,1.0800778339765147,0.382,0.9086175413343179,1.2840081329442323,0.8,0.1,0.30000000000000004
sex_Male,1.1210784306055355,0.192,0.9443565368466512,1.3310389278980896,0.8,0.1,0.30000000000000004
VSDI,0.969882354390119,0.931,0.47453818160541195,1.9767535769712754,0.8,0.1,0.30000000000000004
CGEI,0.9826609489311728,0.477,0.9363670392201522,1.0311926275176815,0.8,0.1,0.30000000000000004
age,0.9945413205928116,0.077,0.9885178443013493,1.0005913394815884,0.8,0.1,0.4
AHEIScore,1.0009086377510852,0.702,0.9962558363471945,1.0055848156686455,0.8,0.1,0.4
householdIncome,1.0396541785870852,0.129,0.9887042479554635,1.0933133987955022,0.8,0.1,0.4
alcohol,1.0045413319000975,0.682,0.9830099800375829,1.0265564761940302,0.8,0.1,0.4
smoker_Yes,1.079658475788412,0.385,0.9082613972741234,1.2835125316952691,0.8,0.1,0.4
sex_Male,1.1212953200828175,0.191,0.9445458915154641,1.3312879221375966,0.8,0.1,0.4
VSDI,0.9694216748658657,0.93,0.4742883058920918,1.9757638698486166,0.8,0.1,0.4
CGEI,0.9856087798708474,0.547,0.9401066469993287,1.0332721897011108,0.8,0.1,0.4
age,0.9945308558911777,0.076,0.9885078326806139,1.000580388912686,0.8,0.1,0.5
AHEIScore,1.0009126826147032,0.701,0.996259573216755,1.005589178620913,0.8,0.1,0.5
householdIncome,1.03952001899114,0.131,0.988583903142155,1.0931638828719201,0.8,0.1,0.5
alcohol,1.004537738111574,0.682,0.9830067368526332,1.0265525104005035,0.8,0.1,0.5
smoker_Yes,1.0792887629575498,0.387,0.9079482848433822,1.2830743843937162,0.8,0.1,0.5
sex_Male,1.1214252265145104,0.19,0.9446591547016624,1.3314372721283483,0.8,0.1,0.5
VSDI,0.9693037170509373,0.93,0.47421198627977396,1.9755137817133215,0.8,0.1,0.5
CGEI,0.9879899894564883,0.609,0.9432855432222802,1.0347796490258332,0.8,0.1,0.5
age,0.9945228731382156,0.076,0.9885002004742215,1.0005720309044146,0.8,0.1,0.6
AHEIScore,1.0009169704327934,0.7,0.996263587964543,1.0055937517265756,0.8,0.1,0.6
householdIncome,1.0394241128385178,0.132,0.9884979018257182,1.0930569816739926,0.8,0.1,0.6
alcohol,1.0045334536050736,0.682,0.9830026996212912,1.0265479576925611,0.8,0.1,0.6
smoker_Yes,1.0789692639586423,0.389,0.9076782152281865,1.2826950232340661,0.8,0.1,0.6
sex_Male,1.1215010181776708,0.19,0.9447251029369823,1.3315245966396134,0.8,0.1,0.6
VSDI,0.9693730266449743,0.93,0.4742316337578415,1.9756673160511615,0.8,0.1,0.6
CGEI,0.9899186573519758,0.662,0.9459704236444043,1.0358811265758,0.8,0.1,0.6
age,0.9945166891545291,0.076,0.988494291604745,1.0005655528751947,0.8,0.1,0.7000000000000001
AHEIScore,1.0009211587784503,0.699,0.9962675372119563,1.0055981918823658,0.8,0.1,0.7000000000000001
householdIncome,1.0393544494853946,0.132,0.9884354566596913,1.0929793167400994,0.8,0.1,0.7000000000000001
alcohol,1.0045290211274207,0.683,0.98299844376747,1.0265433290775223,0.8,0.1,0.7000000000000001
smoker_Yes,1.0786947567081293,0.39,0.9074465047447263,1.2823686248612496,0.8,0.1,0.7000000000000001
sex_Male,1.1215429180751737,0.19,0.9447614353301266,1.3315730505891816,0.8,0.1,0.7000000000000001
VSDI,0.9695415530896977,0.93,0.4743030111724854,1.9760343803045086,0.8,0.1,0.7000000000000001
CGEI,0.99149360767409,0.707,0.9482423492846829,1.0366947354024725,0.8,0.1,0.7000000000000001
age,0.9945118224345771,0.075,0.9884896440312867,1.000560452262862,0.8,0.1,0.8
AHEIScore,1.0009250981104922,0.697,0.9962712678818272,1.0056023522842794,0.8,0.1,0.8
householdIncome,1.0393030587579,0.133,0.988389410176928,1.092922010247192,0.8,0.1,0.8
alcohol,1.0045247060541185,0.683,0.9829942564263191,1.0265388684753978,0.8,0.1,0.8
smoker_Yes,1.0784586924036372,0.392,0.9072474628725639,1.28208763012064,0.8,0.1,0.8
sex_Male,1.1215634104104695,0.19,0.9447790739826224,1.331596933845188,0.8,0.1,0.8
VSDI,0.9697594189200628,0.931,0.4744008785185651,1.976507396046359,0.8,0.1,0.8
CGEI,0.9927930312433159,0.746,0.9501756831982419,1.0373026160669059,0.8,0.1,0.8
age,0.9945079339340843,0.075,0.9884859326246871,1.0005563750018833,0.8,0.1,0.9
AHEIScore,1.000928734595925,0.696,0.996274722039731,1.0056061828339087,0.8,0.1,0.9
householdIncome,1.0392646056727244,0.133,0.9883549720445342,1.092879119546912,0.8,0.1,0.9
alcohol,1.004520629470503,0.683,0.9829902732411943,1.026534682426902,0.8,0.1,0.9
smoker_Yes,1.0782548528402478,0.393,0.907075744027009,1.281844780757753,0.8,0.1,0.9
sex_Male,1.1215702917283692,0.19,0.9447848372008142,1.3316051806491698,0.8,0.1,0.9
VSDI,0.9699983197058867,0.932,0.47451078950448117,1.9770253687095463,0.8,0.1,0.9
CGEI,0.9938767970965251,0.781,0.9518327134264095,1.0377617608583722,0.8,0.1,0.9
age,0.9945047828947752,0.075,0.9884829266357523,1.0005530695476346,0.8,0.1,1
AHEIScore,1.000932060882984,0.695,0.9962778884511838,1.005609679919005,0.8,0.1,1
householdIncome,1.0392354678096258,0.133,0.9883288901208395,1.0928466094704525,0.8,0.1,1
alcohol,1.0045168378415357,0.683,0.9829865505317115,1.026530807431365,0.8,0.1,1
smoker_Yes,1.0780778588486328,0.394,0.9069267495536205,1.281633762020609,0.8,0.1,1
sex_Male,1.1215685009770617,0.19,0.9447830423798891,1.3316034532769625,0.8,0.1,1
VSDI,0.9702422412045986,0.932,0.4746244805640166,1.977553821022878,0.8,0.1,1
CGEI,0.9947903141487321,0.81,0.953263788667239,1.0381119836309827,0.8,0.1,1
age,0.9945787286757325,0.079,0.9885532144703985,1.0006309085712977,0.8,0.2,0.1
AHEIScore,1.0009160528886532,0.7,0.9962644434048011,1.005591068866224,0.8,0.2,0.1
householdIncome,1.0402846761778815,0.124,0.9892544564063447,1.0940335221207789,0.8,0.2,0.1
alcohol,1.0045195638877806,0.683,0.9829879069555539,1.0265349206067562,0.8,0.2,0.1
smoker_Yes,1.0801495564879375,0.382,0.9087015416431174,1.2840603471062118,0.8,0.2,0.1
sex_Male,1.1205629507109498,0.194,0.9439100503846278,1.3304421054010638,0.8,0.2,0.1
VSDI,0.9737453538514995,0.94,0.47654190857390344,1.984746122361832,0.8,0.2,0.1
CGEI,0.977516201014356,0.425,0.9243703051826838,1.0336471992972167,0.8,0.2,0.1
age,0.9945576781206408,0.078,0.9885330650522404,1.0006088887998155,0.8,0.2,0.2
AHEIScore,1.000913658665734,0.701,0.9962616170310868,1.0055890906619855,0.8,0.2,0.2
householdIncome,1.0399491112077925,0.127,0.988956893082399,1.0936555269654369,0.8,0.2,0.2
alcohol,1.004527626205249,0.683,0.9829965513521722,1.0265424196749304,0.8,0.2,0.2
smoker_Yes,1.0797749507227166,0.384,0.908373927403817,1.2836309996339716,0.8,0.2,0.2
sex_Male,1.1209854562592176,0.192,0.9442791362103533,1.3309268438962985,0.8,0.2,0.2
VSDI,0.9718356642853404,0.936,0.475568843985125,1.9806519061661911,0.8,0.2,0.2
CGEI,0.9824501367573357,0.509,0.9321308612378182,1.0354329299326146,0.8,0.2,0.2
age,0.9945417749953929,0.077,0.9885178715321254,1.000592225595152,0.8,0.2,0.30000000000000004
AHEIScore,1.000915336832085,0.7,0.9962628539566118,1.0055912109755643,0.8,0.2,0.30000000000000004
householdIncome,1.0397146954285754,0.129,0.9887492451964851,1.0933912690504293,0.8,0.2,0.30000000000000004
alcohol,1.0045291792812037,0.683,0.9829984940304097,1.0265435835684367,0.8,0.2,0.30000000000000004
smoker_Yes,1.0793814579978462,0.386,0.9080348581117345,1.283172878826949,0.8,0.2,0.30000000000000004
sex_Male,1.121239026061746,0.191,0.9445002500469655,1.3312183249569887,0.8,0.2,0.30000000000000004
VSDI,0.9708683134629864,0.933,0.4750630980463095,1.9785981838620008,0.8,0.2,0.30000000000000004
CGEI,0.9861196552062651,0.584,0.9379434933568233,1.0367300698899595,0.8,0.2,0.30000000000000004
age,0.994529935869866,0.076,0.9885065791469128,1.0005798026729291,0.8,0.2,0.4
AHEIScore,1.000918785364302,0.699,0.9962659014585392,1.0055950694929012,0.8,0.2,0.4
householdIncome,1.0395522054067834,0.13,0.9886054657227595,1.0932079486819426,0.8,0.2,0.4
alcohol,1.0045274695782511,0.683,0.9829970401020879,1.026541609606263,0.8,0.2,0.4
smoker_Yes,1.0790188946053763,0.389,0.907724739054195,1.282747532433781,0.8,0.2,0.4
sex_Male,1.1213863115023721,0.191,0.9446283647116437,1.3313880830868365,0.8,0.2,0.4
VSDI,0.9704471160558646,0.933,0.4748309950111045,1.9777219618803588,0.8,0.2,0.4
CGEI,0.9889643483918111,0.649,0.9427754015095124,1.0373852490910684,0.8,0.2,0.4
age,0.9945210826228496,0.076,0.9884981471884853,1.0005705007358185,0.8,0.2,0.5
AHEIScore,1.000922832530983,0.698,0.9962696001498151,1.00559947736194,0.8,0.2,0.5
householdIncome,1.0394387086477546,0.132,0.9885051527042445,1.0930797941007226,0.8,0.2,0.5
alcohol,1.0045242753027976,0.683,0.9829940129359682,1.0265382359946915,0.8,0.2,0.5
smoker_Yes,1.0787013163255015,0.39,0.9074543376271051,1.2823732169558029,0.8,0.2,0.5
sex_Male,1.1214687074185832,0.19,0.9446997614523527,1.3314834400403093,0.8,0.2,0.5
VSDI,0.9703314717247992,0.932,0.474753774309806,1.9775015352008474,0.8,0.2,0.5
CGEI,0.9909795790481958,0.704,0.9456509648813987,1.0384562907774808,0.8,0.2,0.5
age,0.9945143782824672,0.076,0.9884917705901388,1.0005634481026426,0.8,0.2,0.6
AHEIScore,1.0009269219925654,0.697,0.9962733917161555,1.0056038778341694,0.8,0.2,0.6
householdIncome,1.039358343449162,0.132,0.9884342099978243,1.0929889666693255,0.8,0.2,0.6
alcohol,1.004520518376442,0.683,0.9829903651076137,1.0265343566181273,0.8,0.2,0.6
smoker_Yes,1.0784284236574657,0.392,0.9072227212333949,1.282050532841789,0.8,0.2,0.6
sex_Male,1.1215117248798319,0.19,0.944736779934155,1.331533587994304,0.8,0.2,0.6
VSDI,0.9703829185593211,0.932,0.4747625209088215,1.9776377418614455,0.8,0.2,0.6
CGEI,0.9926030058911527,0.751,0.9480874239693009,1.0391888631761648,0.8,0.2,0.6
age,0.9945092219010938,0.075,0.9884868725815682,1.0005580176804383,0.8,0.2,0.7000000000000001
AHEIScore,1.0009308080210855,0.696,0.9962770239861217,1.0056080304926982,0.8,0.2,0.7000000000000001
